sample_idx,ir,red,accel_x,accel_y,accel_z,true_label
479,114577.2421875,97472.09642330924,0.008209763876572067,0.03590564447480708,0.9657351726219937,cardiac
480,114705.625,97501.87106577883,0.01893239458049434,0.036643727872047956,0.9843433708930762,cardiac
481,114790.59375,97571.7590266654,0.023596857776074447,0.008868923607777447,1.0096541685327711,cardiac
482,114818.671875,97585.00554019322,0.036515755041541476,0.028890754197539743,0.9636738171012612,cardiac
483,114789.828125,97567.67917704613,0.004310564934544035,0.03974096008647386,1.0156968163541806,cardiac
484,114715.125,97530.81540586043,0.024449231599775023,0.043527320751552634,0.9808835744486769,cardiac
485,114621.75,97490.49111004588,0.017159192650836427,0.02455712355084511,0.996346451306025,cardiac
486,114547.984375,97448.99019791833,-0.002932143856673789,0.03836779555372514,1.009838199665502,cardiac
487,114520.4765625,97447.48934690157,0.0027689727674005543,0.003641383837450017,0.9952584017192643,cardiac
488,114536.75,97450.40598789477,0.01018532140831322,-0.01188119971212145,1.0021287527403804,cardiac
489,114576.8671875,97477.7220083378,0.022333916253515437,0.0162376742353353,1.0217016643906611,cardiac
490,114630.28125,97481.78687360433,0.02208356377519489,0.011788719039171449,0.9915172771815052,cardiac
491,114702.4140625,97535.12120108267,0.004398960988536621,0.011364309449781135,0.9957954420318778,cardiac
492,114796.2421875,97575.02001084966,0.011687026906816216,0.01572228776209506,1.0150341729126118,cardiac
493,114898.578125,97615.77609746481,0.032894731747795766,0.03422381971556773,0.9979322505329733,cardiac
494,114989.71875,97651.41334260121,0.02726302342586293,0.04372258662946436,0.9897068102103725,cardiac
495,115063.953125,97698.94963833454,0.04783271187349669,0.0072933196309676665,0.9861744346841813,cardiac
496,115132.0625,97695.66363934558,-0.0006789454206383091,0.016096737040248894,0.997776636494316,cardiac
497,115198.5078125,97756.77540251968,0.04176870333837775,0.010991170060231599,0.9900795671039865,cardiac
498,115251.2265625,97776.71041444036,0.014611844002475923,0.009548906083519704,0.9721593081967901,cardiac
499,115283.140625,97791.35768433551,0.020909917479527043,-0.005666867415746114,0.9916581472623675,cardiac
500,115307.25,97803.46485383398,0.020314279032316307,0.010133745516141759,0.9748364464513506,cardiac
501,115340.671875,97802.61612384861,-0.0007646092241357823,0.04775581857388483,0.9698704190371675,cardiac
502,115375.859375,97824.01138907297,0.043365535393251886,0.028374566202719654,0.9845396854757268,cardiac
503,115367.8828125,97833.94947741574,0.0026438473441749814,0.03469631931971462,1.015944767951131,cardiac
504,115259.03125,97782.95850360875,0.005989633867852754,0.014265489576150512,1.0057743564719057,cardiac
505,115026.2578125,97677.17929392913,0.02503675040040264,0.04843506969194001,0.9814478332579298,cardiac
506,114706.5078125,97510.67379877072,0.028134368125542653,-0.00063773269498223,1.0214383759574857,cardiac
507,114376.6953125,97396.33940917075,0.009044887815676193,-0.015300937853393405,0.9881135396811056,cardiac
508,114110.34375,97288.61847982739,0.01790854068330019,0.046246673816778314,0.9849177053192438,cardiac
509,113949.6015625,97215.49492484314,0.019810343837868564,0.02611167201829943,1.0137940602466422,cardiac
510,113901.9453125,97182.88927317904,0.019051555783808048,0.03250199846006881,0.9977712688209147,cardiac
511,113946.0078125,97175.40342339344,0.015556469978570568,0.017775937427413277,0.9904301081828512,cardiac
512,105674.28125,89733.48661990515,0.02323472374112523,0.02052376753818411,0.983844619993335,cardiac
513,105761.34375,89803.7397007576,0.025940431248289132,-0.0009678475701606903,0.9891953731024271,cardiac
514,105824.8203125,89792.67987315089,0.026471212486684884,0.024888173067178228,1.0061464167293692,cardiac
515,105824.4453125,89830.86671077917,0.0019833113872698115,-0.0016771232363060155,0.9935860161308738,cardiac
516,105700.390625,89773.03140437778,0.026827287911539894,0.05305068923329606,0.9992491871431043,cardiac
517,105417.5703125,89632.87843806972,0.00689077553946206,0.03365479067392896,0.9773155477837991,cardiac
518,105013.8515625,89445.1562617288,-0.00228753918484351,0.061010326341545185,0.9948873806909613,cardiac
519,104592.4140625,89267.80905065598,0.030724259477108055,0.030634686204430425,1.0171811516113427,cardiac
520,104263.3671875,89133.51642181084,0.024261597747126135,0.04075236936184244,0.9745907422500295,cardiac
521,104088.4921875,89060.62567853136,-0.0008824148582215405,0.04418826621410625,1.0121228957761348,cardiac
522,104067.34375,89044.478273894,0.027660887229703383,0.026481167499568917,0.9924926489197926,cardiac
523,104158.0,89094.94528448304,0.009677578573484821,0.046466947702248934,0.9998832122224773,cardiac
524,104303.96875,89135.9279708605,0.027588581667533144,0.029323124538923814,1.005718692320353,cardiac
525,104460.53125,89216.69563541841,0.02757507949795802,0.03515187545021578,0.9724660368768815,cardiac
526,104611.2265625,89255.95773977786,0.027650494976957013,0.057065815581528095,0.9822221549212643,cardiac
527,104752.515625,89353.10451432347,0.018067566973891662,0.03791906063104584,1.0043595474840854,cardiac
528,104866.28125,89394.00463322017,0.029366406379886703,0.0005535327937605493,0.9975259541207679,cardiac
529,104923.84375,89410.80087678328,0.0022448822770976228,0.012719885382933185,0.9982208067935767,cardiac
530,104914.8671875,89430.50793822171,0.015562638146599049,0.0375026116455065,1.0372220798062628,cardiac
531,104860.140625,89399.37800667285,0.03165770075575915,0.03646362357373838,0.9765640878156397,cardiac
532,104796.2734375,89318.65763831475,0.01035553589852278,0.00992292422465823,0.9820110624521072,cardiac
533,104752.4375,89342.21398816492,0.0036237191610486615,0.016233720280538114,0.9868691724702301,cardiac
534,104741.8125,89315.11537948999,0.0049913919804220296,0.005087783383050524,0.969578047131336,cardiac
535,104767.09375,89364.06438755793,0.026808816685905935,0.027509316623665965,1.0053891049247228,cardiac
536,104823.9921875,89410.4359242845,0.035666588277008034,0.021735887230023312,1.000050653616068,cardiac
537,104903.1640625,89400.15742428017,-0.0016078081983783785,0.0613164208674411,1.0079310644878194,cardiac
538,104994.171875,89449.09755172844,0.016774499072380888,0.009841694762662872,0.9957007286580294,cardiac
539,105087.7109375,89485.37054833227,-0.008051102927249861,0.01581157415470926,1.001231363385068,cardiac
540,105176.484375,89533.45856112422,0.021131735001410547,0.020340661465102574,1.0042610936870533,cardiac
541,105256.296875,89572.98209967505,0.004420489836578834,0.03217205936118849,0.9825317174799604,cardiac
542,105327.09375,89613.77239848902,0.007289443147754086,0.035041106343005925,0.9751068084880414,cardiac
543,105391.3984375,89607.94723192345,0.04853009673117375,0.01950005306072565,1.019847299744624,cardiac
544,105449.5625,89671.92526161826,0.003590438160152306,0.03753255052995717,0.9720063646253712,cardiac
545,105499.765625,89656.46740660025,-0.00011675961821190281,0.031003000416144528,1.0001633824531713,cardiac
546,105542.8046875,89693.53363243146,0.0008860556991376334,0.046525272808544405,0.9780360147753534,cardiac
547,105581.4453125,89723.75782653457,0.021968340350974273,0.03460674813815226,0.9989202252219231,cardiac
548,105616.1796875,89732.36028301688,-0.00696718299270898,0.0533267097914088,0.9984268965249153,cardiac
549,105646.9609375,89721.12742782608,0.013616097786996045,0.013815237714989853,0.9645889270607537,cardiac
550,105675.7890625,89737.36157268855,-0.00042134824135966337,0.03747184204494103,0.9848839007210503,cardiac
551,105706.359375,89754.40640089994,0.0030272607534732217,0.02150478320673002,1.013461688107299,cardiac
552,105743.1640625,89776.76788772403,0.015039876494069765,0.020743841480766252,1.010259091022796,cardiac
553,105790.140625,89815.40941316569,0.026928375384857504,0.03026714929305913,0.9808832715984175,cardiac
554,105850.8203125,89805.52700537838,-0.0032861617246830836,0.012127693788952933,0.9827930759633996,cardiac
555,105928.640625,89866.1456370101,0.01670561449396903,0.035102801879799056,0.9982764709101722,cardiac
556,106022.171875,89909.4484509235,0.023343823392453396,0.033129000084436394,0.9748871296258762,cardiac
557,106114.5,89949.29757027328,-0.012321324147662526,0.022063746028614325,0.9756877616526909,cardiac
558,106162.3515625,89968.9725219578,0.010210595711879851,0.025802837385854455,0.9713458938715349,cardiac
559,106099.328125,89957.02238626071,0.0033423436741030176,0.028450863679309994,0.9917365578397457,cardiac
560,105868.4296875,89839.9694270914,0.010160025831274698,0.03745454331575475,0.986708179314708,cardiac
561,105470.546875,89670.43825310931,0.004701303686792004,0.030606025622535657,1.018236203774786,cardiac
562,104984.8515625,89452.33112451482,0.009876106995195161,0.047492096225174946,1.0106666383886191,cardiac
563,104534.1640625,89272.47211943183,0.04247242401665144,0.01765564538763774,1.0202306089705688,cardiac
564,104220.078125,89078.88054334746,0.021745241874093126,0.026173433683645393,0.9865447812749591,cardiac
565,104077.953125,89064.07424309771,0.02902360309645393,0.030722532635735503,0.9873465497893201,cardiac
566,104079.6171875,89041.65934032711,0.03925383373919097,0.019079706946576104,0.9743528410626774,cardiac
567,104167.90625,89080.21123653438,0.03189657648977756,0.040430844117867556,1.006409663033056,cardiac
568,104289.1015625,89123.2057757925,0.003917003604632995,0.04604374439337125,0.9972303198711672,cardiac
569,104408.90625,89162.43155742082,0.046438631533083974,0.011034852711112954,0.9932736052277992,cardiac
570,104515.03125,89231.42856672755,0.015836488707859416,0.005839342779384065,0.9792766809182004,cardiac
571,104607.859375,89267.69196479816,0.03690596226651646,0.022568526688616655,0.9791610368301928,cardiac
572,104685.546875,89319.59647413282,0.03302390587831028,0.044343715267945706,1.004801759294197,cardiac
573,104739.21875,89313.71555234684,0.008154599379378463,0.028538676395679474,1.005459887096204,cardiac
574,104761.890625,89367.24931213408,0.01015948806726766,0.018057797294040376,1.0024234796546907,cardiac
575,104755.9921875,89347.25880958914,0.04343523041217183,0.011896425098609987,0.9510364737712318,cardiac
576,104732.421875,89329.09032406795,-0.0017547467088650792,0.01386148379778059,0.9879348495228878,cardiac
577,104706.7265625,89310.86157670313,0.029237738112829047,0.026712547432238755,0.9794949072571868,cardiac
578,104695.0703125,89304.56607110912,0.02230054528991376,0.014334990502594984,0.9892961948735437,cardiac
579,104708.9921875,89305.5484944716,0.010376473071004007,0.0688125680745888,1.002251804101372,cardiac
580,104752.8828125,89333.6462660673,0.007474783627460501,0.013489266114111368,0.9834273268033624,cardiac
581,104824.9453125,89373.60993316433,-0.004673126784986076,0.017313388822070615,0.978926593243745,cardiac
582,104917.328125,89411.50716269926,0.03325888533958173,0.02169116520094203,0.9781418132836266,cardiac
583,105017.328125,89436.95029633385,-0.00010698757547812979,0.010251971886061056,0.9890046592500505,cardiac
584,105113.171875,89496.35144082525,0.016773063452877907,0.04471890684298273,0.980563040840693,cardiac
585,105198.8359375,89524.63330821086,0.03588776429811474,0.031358005379055726,0.9899304646917194,cardiac
586,105272.984375,89573.05459721685,-0.01012456392535473,0.007938813499332145,1.0011214328326385,cardiac
587,105335.8203125,89626.27395506897,0.04096729793517498,0.030167799889467686,1.0014379097233226,cardiac
588,105389.5546875,89631.3226423526,0.013884167871191233,0.02127520714767139,0.9800555606435654,cardiac
589,105439.1328125,89639.06487785857,0.03462048154663735,0.03175507942933942,0.9864874602535116,cardiac
590,105487.53125,89640.6837418388,0.015074131029162857,0.034721823693914564,0.9948467331666372,cardiac
591,105531.3828125,89663.13081231073,0.007519370520363862,0.05186885869825447,0.9938554338047791,cardiac
592,105566.3828125,89674.45082705878,0.020157186564108382,0.048037137632363336,1.005360254964257,cardiac
593,105594.1484375,89722.85807889192,0.0186804971213055,0.03366061149644982,0.9739503251026358,cardiac
594,105620.2890625,89711.99438669025,0.01038735615047426,-0.008546703754467293,1.0083055053572345,cardiac
595,105650.6484375,89737.76755582777,-0.008476171852529746,0.03530954266670562,0.9775398466458549,cardiac
596,105690.84375,89745.18427670278,0.0053154279827363135,0.021892073610208437,0.9939961826962733,cardiac
597,105746.09375,89780.19243756901,0.029181597188004574,0.05111438027231162,0.9953792108665747,cardiac
598,105819.9375,89832.34089640425,0.033217930445941124,0.015280457767959056,1.0007058196883412,cardiac
599,105910.2890625,89840.79623795916,0.022299031295452205,0.017023715847319258,0.9885603102634914,cardiac
600,106000.328125,89885.57328435249,0.019069173465142433,0.026548034314756563,0.9960208676838772,cardiac
601,106048.9453125,89899.98401827096,0.012366644439098132,0.012275777534355974,1.0012120737742911,cardiac
602,105994.296875,89901.15248799369,-0.0054482651504888305,0.013817070181341283,1.013289263941186,cardiac
603,105783.40625,89779.8562315922,-0.02060796537825282,0.01239413073420838,1.0003157908400544,cardiac
604,105416.8125,89616.94599077327,-0.004754818066115933,0.06145903069200846,0.9511739462990076,cardiac
605,104967.359375,89415.36641995734,0.041548391766320976,0.04554155290122726,1.0037452854887434,cardiac
606,104548.828125,89230.90051172806,0.01667621641799831,0.027231486185344028,0.9765412516470556,cardiac
607,104257.8125,89131.04415452099,0.03213986988720282,0.004766370968584951,0.9858918909966092,cardiac
608,104131.21875,89106.81636474324,0.034943739195039784,0.0045387887406526,0.9845359716545934,cardiac
609,104143.8828125,89058.92103219482,0.02246397238302626,0.0008142580351553526,1.0074655874562493,cardiac
610,104239.8984375,89130.37173929051,0.025111611359333003,-0.0021059444205648384,0.9892954628390412,cardiac
611,104367.953125,89176.209220066,0.008369972427513594,0.010450738092628028,0.9911511719520426,cardiac
612,104497.78125,89213.03665094714,0.009354636183516911,0.034467674299016766,0.97943012216634,cardiac
613,104617.6484375,89278.1580586905,0.03472564774996306,0.019029500570326374,1.0028365303297893,cardiac
614,104723.5625,89325.41698930584,0.011879980130250944,0.01179283559845621,0.9727130206852979,cardiac
615,104809.9296875,89356.55177356656,0.028669682345447728,0.033125845669770906,1.021787828441279,cardiac
616,104868.875,89421.8073425466,0.039357912772005454,0.02249337785489324,0.9868354421823189,cardiac
617,104895.6484375,89376.03674339606,0.02583055259289355,0.018019589692336097,1.0119521474902817,cardiac
618,104892.3125,89408.87628616371,0.034159159608634845,0.005574769860153123,0.979685541987256,cardiac
619,104868.7734375,89397.77641915042,0.04050922855358908,0.022439769607562204,0.9865236123646322,cardiac
620,104842.8359375,89372.69680896768,0.03779504243203965,0.011699189370564465,0.9858033673427062,cardiac
621,104834.984375,89380.17890742155,0.01308242688151371,-0.012214998659132496,1.002963854853815,cardiac
622,104858.0859375,89401.26512647135,0.0018637331296011764,0.008379439264927055,0.9788419217589801,cardiac
623,104912.328125,89414.25864147251,0.030904859029510623,0.015583879053988255,0.990231248255462,cardiac
624,104989.65625,89452.25186927902,-0.005191896908479193,0.015007198749632768,0.967855003501785,cardiac
625,105080.0078125,89496.14035593999,0.02460795493496293,0.021529365996116788,0.9897390377589721,cardiac
626,105174.3671875,89496.78396208466,0.05064715528784602,0.02365814079773275,0.9989373626255056,cardiac
627,105266.265625,89589.87578632298,0.022134670295740157,0.012568723854530527,1.0044887739098434,cardiac
628,105351.5078125,89639.38123649253,0.036521743125121325,-0.004334942164029881,1.0058173440717324,cardiac
629,105426.640625,89652.97704024667,0.027707348015407654,0.029320086933130297,0.9969926817112016,cardiac
630,105490.125,89681.40320893185,0.0013359541554518774,-0.002952014712278451,1.0173688579371742,cardiac
631,105544.015625,89668.78640978115,0.023786358029705697,-0.006879666190904306,0.9952219800016217,cardiac
632,105591.09375,89708.84806391322,0.01456814595088873,-0.013529061859949648,0.9556471774243424,cardiac
633,105631.3984375,89716.1778947513,-0.004040000413042179,0.01794781760290007,0.9892789167282979,cardiac
634,105665.21875,89734.43157553581,0.016262612140620435,0.017895932409452447,0.999016956402195,cardiac
635,105695.953125,89771.26816807542,-0.011537611593024934,0.008869613614588726,0.9775812802446857,cardiac
636,105726.8671875,89758.30629313231,0.0015020753331625725,0.0049465097698281075,0.988156918533086,cardiac
637,105760.2421875,89783.09828255049,0.016004653151605763,-0.00889107751340135,0.9827527572803609,cardiac
638,105800.0,89773.91452862018,0.050237493378859535,-0.0031080089349105784,0.9646936053225313,cardiac
639,105850.21875,89822.26300941233,0.024128623541181077,0.021448311715918468,0.9969606615314279,cardiac
640,105913.8359375,89853.9813033392,0.0032042369623023967,0.027266291450873305,0.9782200171724122,cardiac
641,105993.2265625,89876.99107381883,0.0029768531863907204,0.002971287028543745,0.9883694923991891,cardiac
642,106084.859375,89917.08306244934,0.030711371420966832,0.021267307441575706,0.9896625109341226,cardiac
643,106169.6796875,89993.49864523066,0.03399358333518458,0.012951537858234089,1.003439758557007,cardiac
644,106207.1875,89963.55957515234,-0.0010580319221379017,-0.012055889145777017,1.0016358066992481,cardiac
645,106140.3359375,89936.5317962974,-0.0008512366918900505,0.006869791722829757,0.9885284587197685,cardiac
646,105922.90625,89844.48683231139,0.012680737390183053,0.004434591091829616,1.010889398177672,cardiac
647,105561.640625,89715.64739978014,-0.017944022627495487,0.024348039278958757,1.0244275851419036,cardiac
648,105133.2109375,89540.67918859824,0.020353768408490992,0.010667107543148537,1.0008955619343454,cardiac
649,104749.78125,89345.4296272171,0.047432818108520285,-0.006998280493624854,0.9913153400033283,cardiac
650,104499.9375,89219.75596920181,0.01720675212688734,0.019092954293714468,0.9923878004464427,cardiac
651,104412.0234375,89185.41756652381,0.029894796736263204,0.004266702081634606,0.9907350323335278,cardiac
652,104456.40625,89227.33417420316,0.009944864293892245,0.000525077281907772,0.9878769023899063,cardiac
653,104575.0234375,89249.88753375722,0.01786985142380924,-0.007190192990309853,1.0135508756896316,cardiac
654,104717.8984375,89348.21275134925,0.017973738646706462,-0.010441343054989548,1.0065230188893133,cardiac
655,104859.96875,89410.17816220415,0.008775757693832653,0.017865052401782495,0.9897447453508507,cardiac
656,104990.6484375,89447.48167216803,0.02375924340573436,0.012742443785435157,0.9813724833419607,cardiac
657,105099.140625,89503.85706398055,0.020614194307582122,0.04061949739982654,0.9564359123275012,cardiac
658,105171.578125,89537.28380365839,0.020989356600240563,0.016603575076042595,0.9742159272479816,cardiac
659,105196.859375,89560.4745161833,-0.000555220677399295,0.04242811903904361,0.9844274439871078,cardiac
660,105174.5859375,89511.58927571087,0.05118492742404112,0.018056182370160673,0.9911421159054317,cardiac
661,105118.90625,89520.58005919865,0.027139557680726668,0.019530016078183686,1.0076948283506564,cardiac
662,105054.765625,89469.01169441633,0.0265372376824545,0.012169159411752782,0.9926443127540067,cardiac
663,105008.3671875,89442.70838718729,0.04027869983118468,0.022259458028624127,0.974969676700161,cardiac
664,104997.3515625,89450.91801341884,0.010465568041110563,0.014980965076877916,0.9806561801205048,cardiac
665,105026.828125,89459.1324501421,0.01435269470903057,-0.004294413371815853,0.9860753571071729,cardiac
666,105091.3046875,89475.90490726523,0.026354414602326216,0.025006277232669287,0.9901384642244058,cardiac
667,105178.1484375,89504.96859551889,0.05112275044416352,0.008976915783216638,1.0379013473449061,cardiac
668,105273.9921875,89556.96837847239,0.03502478133650571,0.017627963970049922,0.9825144953391357,cardiac
669,105371.953125,89635.98797282585,-0.02236741030356897,0.007913858190882478,0.9926732744154396,cardiac
670,105471.3671875,89687.38334449263,0.04883679807432542,-0.010382074876661951,1.0185882954497976,cardiac
671,105572.2578125,89712.08842363128,0.016231333916188747,0.021257916320812364,0.951902303767058,cardiac
672,105670.90625,89763.53087141458,0.02208545572264123,0.005333454028082293,1.0002364411523217,cardiac
673,105758.7890625,89776.65793245706,0.02136837931635159,-0.006542402010724554,1.0042048145593354,cardiac
674,105826.453125,89813.02533931468,0.030419431089523823,0.019653758083057426,1.0051337304319112,cardiac
675,105868.71875,89837.02096042511,0.03651451161876477,0.01049527870957157,0.9696351379084718,cardiac
676,105887.0,89824.60389566733,-0.0007744340822333981,0.03119799798512221,1.0006567115874163,cardiac
677,105888.3671875,89826.57563943802,0.0215304402131449,0.004570210930122681,0.990473356469104,cardiac
678,105882.0703125,89840.11183654149,0.02037191315090689,0.006185552605694183,0.9795146260971861,cardiac
679,105875.9140625,89831.1408680373,0.05246475278732321,0.014820978805244496,0.9809129308841609,cardiac
680,105874.9765625,89819.57957524783,0.0004690754616539089,0.0006713156995806369,1.0007958972117594,cardiac
681,105882.6484375,89844.70653388,0.03137575577777505,0.00845389108017917,0.9907756604084633,cardiac
682,105899.25,89842.26404993377,0.015424212947798577,-0.004707714438289091,1.0095252935923016,cardiac
683,105913.078125,89867.61792370382,0.02558952965446602,0.049243778671690205,0.9786574456898813,cardiac
684,105888.0,89841.18552291364,0.017936999474552996,0.025539420849053505,0.9863235790864997,cardiac
685,105769.953125,89784.81801755412,-0.0008154254184419493,-0.0017341550247870572,0.9915112509846111,cardiac
686,105525.3046875,89683.59239971112,0.02515050993360813,0.011291233826973337,1.0050522768429286,cardiac
687,105178.953125,89526.70286263093,0.034891483130794106,0.017770619346330372,0.9904033785802774,cardiac
688,104810.515625,89357.14942372554,0.01620661511585547,0.02141990591209873,1.0037943887071668,cardiac
689,104511.859375,89229.73202315468,0.020909072222224975,0.0201368548481144,0.9851353022657072,cardiac
690,104342.4140625,89172.44671257073,-0.0011732436892986572,-0.0013885551281838937,1.001486490080997,cardiac
691,104309.3515625,89156.3556776929,0.026705045228610634,0.03772413454404133,0.9908414764346107,cardiac
692,104377.8359375,89196.08446908137,0.03297160606816665,0.03396740143543084,1.0049167524714728,cardiac
693,104500.7421875,89205.47489279171,0.010871795799454116,0.01161067880508557,0.9919465910955353,cardiac
694,104643.9296875,89287.97594175706,0.005211969645545652,0.021756059776774916,1.005359827494633,cardiac
695,104789.1484375,89351.54992176518,0.012787176406925758,0.044497899091535065,0.985639140764919,cardiac
696,104922.484375,89419.01295212553,0.016955630363960434,0.011608280581009914,0.9793758592062998,cardiac
697,105026.40625,89455.37963057241,0.026267872392360656,0.015760483211538924,1.0149205778503396,cardiac
698,105082.15625,89478.99424432598,0.029109648943572167,0.023807549429808093,0.9866769323089581,cardiac
699,105080.515625,89497.71473829277,-0.001213490717415687,0.014685970113632929,0.9772456208790423,cardiac
700,105032.25,89467.40455217096,0.034277649018727846,0.015862111164982214,1.014986142796005,cardiac
701,104965.1484375,89417.71309160373,0.031029654662872184,0.029145660132268617,0.9934598572116632,cardiac
702,104908.9375,89430.49333425824,0.023130085016189753,0.026708923064180157,1.0038400322537073,cardiac
703,104884.21875,89414.55077019554,0.009341446065592148,0.024594299099237396,1.029316308348691,cardiac
704,104900.2578125,89398.04728223837,0.018654649596568186,0.013679949894289726,0.979612950998961,cardiac
705,104954.3515625,89442.92713317221,-0.0017284633666480032,0.03565186399315173,0.9909144812745393,cardiac
706,105033.984375,89454.46891584161,0.02449441400962372,0.04579870090240845,1.0276378386527523,cardiac
707,105123.8828125,89521.93715309787,0.006671811211996746,0.034254033013730936,0.99935768153157,cardiac
708,105213.28125,89541.1195208396,0.025993885479724626,0.025946348565573978,0.9896769322452551,cardiac
709,105297.6328125,89569.45904100957,0.04386924705720685,0.028308642532606513,0.9952054467042,cardiac
710,105375.109375,89609.99479850367,0.038741363092928915,0.03285828027413344,0.9969418988948519,cardiac
711,105444.0625,89634.44328388365,0.024943326210301285,0.04606270069283358,0.9976845387646189,cardiac
712,105503.703125,89675.05470938081,0.018694651514846523,0.007184771702103385,0.9848819399462404,cardiac
713,105554.46875,89697.13606794698,0.004296487535884637,0.021970974726526475,0.9938975520340566,cardiac
714,105596.59375,89713.58153392009,-0.010718713629173461,0.02094464999566541,0.9997786423077045,cardiac
715,105629.96875,89719.38025775598,0.022539316682039644,0.0066618678160261634,1.0090713796347903,cardiac
716,105654.9296875,89683.79607478782,0.00959393744229077,0.002867108588496422,0.9738273985159904,cardiac
717,105674.234375,89748.59889867075,0.01982017082392883,0.03634511794926393,1.0075196642620343,cardiac
718,105695.9453125,89728.31566127186,0.02318097445226152,0.0040027649245553895,0.9801797481695644,cardiac
719,105731.3984375,89776.02137721445,0.006563422174718883,0.019533464820247946,0.9634143996894687,cardiac
720,105788.734375,89814.54827053675,0.021691251183084757,0.03218506486095192,0.9877849996846109,cardiac
721,105867.78125,89836.47527401969,0.02692088939579107,0.008728203542581515,0.9681951088415183,cardiac
722,105953.3515625,89864.17637801665,0.01045975579149093,0.04046104973258634,1.0054635696553347,cardiac
723,106005.15625,89890.11382538306,0.013160572392206171,0.041456785365941135,0.9851387206457071,cardiac
724,105957.1875,89869.7098000372,0.042690063302609174,0.03093162590921216,0.9832311444593798,cardiac
725,105745.8359375,89770.47242755124,0.03193913378733715,0.012360238597659619,0.9759712511187048,cardiac
726,105361.2890625,89600.75358453752,-0.0017583327779413585,0.0281365635527732,0.9892026143133947,cardiac
727,104875.640625,89381.96667497189,0.01884330108878941,0.018392123032854864,1.0115682701862334,cardiac
728,104410.953125,89209.18504814086,0.013645910668600924,0.01396635012920583,1.008691684691032,cardiac
729,104073.625,89042.7049403431,0.041319256504542545,0.030173295905204185,0.9638995829979181,cardiac
730,103908.2265625,88984.50699787632,0.011004335146266846,0.0345518151880758,0.9902658526380715,cardiac
731,103893.4765625,88959.92216130273,0.04331113367183333,0.005117115839154911,1.0001757146299164,cardiac
732,103969.8671875,88998.36731819189,0.010594501104861716,0.04572347379699045,0.9888732455588287,cardiac
733,104075.7421875,89041.31406224365,0.035459686995908825,0.016416134245275098,0.9688575178269158,cardiac
734,104173.1328125,89093.66421776632,0.0033442537105297376,0.017273754265901012,0.9746277953994587,cardiac
735,104253.796875,89134.61339923322,0.038006920024282694,0.046696775496263374,0.9940956971888414,cardiac
736,104325.7890625,89157.48599626037,0.004487073722536589,0.025069909761837785,0.9797103688348827,cardiac
737,104394.2734375,89173.91630946139,0.04181111692736373,0.031810220532488366,0.9973415481020953,cardiac
738,104453.4921875,89198.38049453667,0.014004753219152764,-0.0028801378070605135,0.9784329847535019,cardiac
739,104492.546875,89252.15142250943,0.0032505173180872246,0.033054932748325716,0.9914481041367307,cardiac
740,104504.6015625,89228.3673618077,0.007975590528386456,0.021875998965103186,1.013497151282835,cardiac
741,104492.9609375,89223.07951968706,0.005609854109572716,0.014132237069320031,0.9865748657116933,cardiac
742,104472.2421875,89240.30491305937,0.009512946063065896,0.021658959597511643,0.9979717305594622,cardiac
743,104461.484375,89229.91428176002,0.04598336217348579,0.0015783971334547807,0.9897263347361082,cardiac
744,104474.359375,89227.26893350987,0.020621577844480887,0.027184297641432605,0.9871933356723895,cardiac
745,104515.5703125,89231.4032289097,0.014894443161423115,0.04367031251633778,0.9830229355796648,cardiac
746,104583.609375,89302.62932832097,0.018090261015138897,0.02876136181147169,0.9916124337108281,cardiac
747,104672.3671875,89312.27940875506,0.01743704334870617,0.043898753983374485,0.9898698180445977,cardiac
748,104771.5234375,89358.21833412048,0.02261091327904054,0.028276473223025175,0.9749546336784459,cardiac
749,104869.9921875,89390.77320996592,0.007550491458887457,0.013427439470960652,0.9928897286989748,cardiac
750,104959.1484375,89411.35394029475,0.009297599077507006,0.013376946504504363,0.9935715884705926,cardiac
751,105035.0859375,89445.95962096556,0.02787547581541058,0.0029966699645317743,1.015345092377027,cardiac
752,105101.375,89501.25291231695,0.020484217012875235,0.027933054938180553,1.0060016278743684,cardiac
753,105164.1796875,89528.65974339274,0.0210471858069746,0.020545052459357158,1.022918615436388,cardiac
754,105223.6875,89545.36576458134,0.003884063094053522,0.028221518500428186,1.0027079213292749,cardiac
755,105275.96875,89554.3942325491,0.00395531778435345,0.02822874800505481,0.9957984736450364,cardiac
756,105319.3203125,89569.41930900251,0.05602470998462407,0.016430914798853023,0.9892850755750205,cardiac
757,105355.4765625,89602.03516697604,0.029880606959546085,0.031092563722100678,0.9719572906999915,cardiac
758,105389.0390625,89599.87850796117,0.026121934530734258,0.03153439619492049,0.9966844680981898,cardiac
759,105426.2265625,89651.56665698014,0.03697199182654595,0.045153565235996174,0.9961164356427199,cardiac
760,105472.359375,89675.67133616791,0.02465879272361408,0.013503191553397683,0.9879852776373843,cardiac
761,105531.3203125,89726.75968938731,0.023304823960353074,0.023979836848510447,0.9914641308516664,cardiac
762,105605.7109375,89730.23081371693,0.007620201220176074,0.05301489599682351,1.022281188105714,cardiac
763,105693.71875,89746.88674536796,0.01415680756767006,0.03600044328214106,0.9864876107647792,cardiac
764,105780.2890625,89780.79545215234,0.038942915764108625,0.036505220653065044,0.9911600026185989,cardiac
765,105825.9453125,89762.18325560703,0.016645054951864788,0.03184752985925732,0.9749944418219256,cardiac
